,created_at,tweets,mentioned_company
3110,Fri Jul 20 22:17:21 +0000 2018,"the nfl national { ANTHEM } debate is alive and well again - can’t believe it! isn’t it in contract that players must stand at attention, hand on heart? the $40,000,000 commissioner must now make a stand. first time kneeling, out for game. second time kneeling, out for season/no pay!","Anthem Inc., "
3113,Fri Jul 20 14:39:21 +0000 2018,"rt @realdonaldtrump: i told you so! the european union just slapped a five billion { DOLLAR } fine on one of our great companies, google. they…","Dollar General, Dollar Tree, "
3120,Fri Jul 20 13:04:44 +0000 2018,farmers have been on a downward trend for 15 years. the { PRICE } of soybeans has fallen 50% since 5 years before the election. a big reason is bad (terrible) trade deals with other countries. they put on massive tariffs and barriers. canada charges 275% on dairy. farmers will win!,"T. Rowe Price Group, "
3129,Thu Jul 19 13:11:17 +0000 2018,"i told you so! the european union just slapped a five billion { DOLLAR } fine on one of our great companies, google. they truly have taken advantage of the u.s., but not for long!","Dollar General, Dollar Tree, "
3135,Thu Jul 19 10:23:14 +0000 2018,"thank you to novartis for not increasing your prices on prescription drugs. likewise to pfizer. we are making a big push to actually reduce the prices, maybe substantially, on prescription drugs.","Pfizer Inc., "
3153,Tue Jul 17 14:33:47 +0000 2018,thank you @randpaul. “the president has gone through a year and a { HALF } of totally partisan investigations - what’s he supposed to think?”,"Robert Half International, "
3156,Tue Jul 17 12:59:36 +0000 2018,"thank you @randpaul, you really get it! “the president has gone through a year and a { HALF } of totally partisan investigations - what’s he supposed think?”","Robert Half International, "
3164,Mon Jul 16 06:05:29 +0000 2018,"our relationship with russia has never been worse thanks to many years of u.s. foolishness and stupidity and now, the rigged witch hunt!","J. B. Hunt Transport Services, "
3165,Mon Jul 16 05:37:05 +0000 2018,"president obama thought that crooked hillary was going to win the election, so when he was informed by the fbi about russian meddling, he said it couldn’t happen, was no big deal, &amp; did nothing about it. when i won it became a big deal and the rigged witch { HUNT } headed by strzok!","J. B. Hunt Transport Services, "
3209,Wed Jul 11 22:47:16 +0000 2018,"how can the rigged witch { HUNT } proceed when it was started, influenced and worked on, for an extended period of time, by former fbi agent/lover peter strzok? read his hate filled and totally biased emails and the answer is clear!","J. B. Hunt Transport Services, "
3210,Wed Jul 11 21:53:26 +0000 2018,"ex-fbi layer lisa page today defied a house of representatives issued subpoena to testify before congress! wow, but is anybody really surprised!  together with her lover, fbi agent peter strzok, she worked on the rigged witch hunt, perhaps the most tainted and corrupt case ever!","J. B. Hunt Transport Services, "
3221,Wed Jul 11 16:41:12 +0000 2018,democrats in congress must no longer obstruct - vote to fix our terrible immigration laws now. i am watching what is going on from europe - it would be soooo simple to fix. judges run the system and illegals and traffickers know how it works. they are just using children!,"American Water Works Company Inc, Illinois Tool Works, "
3226,Tue Jul 10 22:37:28 +0000 2018,"just talked with { PFIZER } ceo and @secazar on our drug pricing blueprint. { PFIZER } is rolling back { PRICE } hikes, so american patients don’t pay more. we applaud { PFIZER } for this decision and hope other companies do the same. great news for the american people!","Pfizer Inc., T. Rowe Price Group, "
3228,Tue Jul 10 18:42:21 +0000 2018,"a recent { EMERSON } college epoll said that most americans, especially hispanics, feel that they are better off under president trump than they were under president obama.","Emerson Electric Company, "
3229,Tue Jul 10 17:01:30 +0000 2018,"many countries in nato, which we are expected to defend, are not only short of their current commitment of 2% (which is low), but are also delinquent for many years in { PAYMENTS } that have not been made. will they reimburse the u.s.?","Global Payments Inc., "
3231,Tue Jul 10 14:40:12 +0000 2018,"i am on air force one flying to nato and hear reports that the fbi lovers, peter strzok and lisa page are getting cold feet on testifying about  the rigged witch { HUNT } headed by 13 angry democrats and people that worked for obama for 8 years. total disgrace!","J. B. Hunt Transport Services, "
3244,Mon Jul 09 22:22:40 +0000 2018,"happy 100th birthday to our amazing current and former army warrant officers. thank you for your { CENTURY } of service, as the indispensable guardians of our great @usarmy’s technology! #centuryofservice https://t.co/hd42xseatg","Twenty-First Century Fox Class A, Twenty-First Century Fox Class B, "
3245,Mon Jul 09 17:08:29 +0000 2018,"pfizer &amp; others should be ashamed that they have raised drug prices for no reason. they are merely taking advantage of the poor &amp; others unable to defend themselves, while at the same time giving bargain basement prices to other countries in europe &amp; elsewhere. we will respond!","Pfizer Inc., "
3256,Sat Jul 07 22:24:02 +0000 2018,"the rigged witch hunt, originally headed by fbi lover boy peter s (for one year) &amp; now, 13 angry democrats, should look into the missing dnc server, crooked hillary’s illegally deleted emails, the pakistani fraudster, uranium one, podesta &amp; so much more. it’s a democrat con job!","J. B. Hunt Transport Services, "
3257,Sat Jul 07 20:42:48 +0000 2018,"public opinion has turned strongly against the rigged witch { HUNT } and the “special” counsel because the { PUBLIC } understands that there was no  collusion with russia (so ridiculous), that the two fbi lovers were a fraud against our nation &amp; that the only collusion was with the dems!","J. B. Hunt Transport Services, Public Serv. Enterprise Inc., Public Storage, "
3258,Sat Jul 07 20:29:34 +0000 2018,"public opinion has turned strongly against the rigged witch { HUNT } and the “special” councel because the { PUBLIC } understands that there was no  collusion with russia (so ridiculous), that the two fbi lovers were a fraud against our nation &amp; that the only collusion was with the dems!","J. B. Hunt Transport Services, Public Serv. Enterprise Inc., Public Storage, "
3284,Tue Jul 03 23:13:42 +0000 2018,rt @flotus: i had a wonderful visit to @wrbethesda today.  thank you to the many dedicated service members &amp; { MEDICAL } staff who take such go…,"Varian Medical Systems, "
3285,Tue Jul 03 23:13:34 +0000 2018,"after having written many best selling books, and somewhat priding myself on my ability to write, it should be noted that the fake news constantly likes to pore over my tweets looking for a mistake. i capitalize certain words only for emphasis, not b/c they should be capitalized!","News Corp. Class B, Twenty-First Century Fox Class B, "
3287,Tue Jul 03 21:35:38 +0000 2018,rt @flotus: i had a wonderful visit to @wrbethesda today.  thank you to the many dedicated service members &amp; { MEDICAL } staff who take such go…,"Varian Medical Systems, "
3289,Tue Jul 03 21:26:01 +0000 2018,"heading to west virginia to be with my friend, @wvgovernor jim justice, at his beautiful greenbrier resort. he { WORKS } hard, does a great job, and raises lots of money for charities!","American Water Works Company Inc, Illinois Tool Works, "
3290,Tue Jul 03 21:19:04 +0000 2018,"after having written many best selling books, and somewhat priding myself on my ability to write, it should be noted that the fake news constantly likes to pour over my tweets looking for a mistake. i capitalize certain words only for emphasis, not b/c they should be capitalized!","News Corp. Class B, Twenty-First Century Fox Class B, "
3292,Tue Jul 03 14:18:44 +0000 2018,wow! the nsa has deleted 685 million phone calls and text messages. privacy violations? they blame technical irregularities. such a disgrace. the witch { HUNT } continues!,"J. B. Hunt Transport Services, "
3293,Tue Jul 03 14:00:22 +0000 2018,"now that harley-davidson is moving part of its operation out of the u.s., my administration is working with other { MOTOR } cycle companies who want to move into the u.s. harley customers are not happy with their move - sales are down 7% in 2017. the u.s. is where the action is!","Ford Motor, "
3300,Tue Jul 03 10:16:51 +0000 2018,"crazy maxine waters, said by some to be one of the most corrupt people in politics, is rapidly becoming, together with nancy pelosi, the face of the democrat party. her ranting and raving, even referring to herself as a wounded animal, will make people flee the democrats!","Waters Corporation, "
3320,Sat Jun 30 10:57:05 +0000 2018,"rt @realdonaldtrump: before going any further today, i want to address the horrific shooting that took place yesterday at the { CAPITAL } gazet…","Capital One Financial, Pinnacle West Capital, "
3327,Fri Jun 29 17:59:22 +0000 2018,"before going any further today, i want to address the horrific shooting that took place yesterday at the { CAPITAL } gazette newsroom in annapolis, maryland. this attack shocked the conscience of our nation, and filled our hearts with grief... https://t.co/lalxghk04b","Capital One Financial, Pinnacle West Capital, "
